cvss,exploit_available,service_criticality,exposure,mitre_impact,actual_risk_label
0.9783416065100148,0,1,0,2,0
4.916158751168323,1,2,0,2,1
4.734717707805657,0,1,0,1,0
1.7320186991001518,0,1,1,0,0
4.33851649237973,0,2,0,1,0
3.9850473439737346,1,2,1,1,1
6.158500980522165,0,1,1,5,2
6.350936508676438,0,5,0,4,2
0.4530400977204452,0,2,0,2,0
3.746126146264712,0,3,0,5,1
6.258599157142363,0,4,0,3,1
5.031362585800877,0,1,0,2,1
8.564898411883222,1,1,0,2,2
6.58693631618945,0,4,1,4,2
1.629344270814297,1,5,1,3,2
0.7056874740042984,1,4,0,0,1
6.424192782063156,0,2,0,3,1
0.26511310541621813,1,4,0,0,1
5.8577558127346325,0,1,1,3,1
9.402302414249576,0,4,1,1,2
5.75474177875879,0,3,0,3,1
3.881699262065219,0,2,0,5,1
6.432882184423532,0,4,1,5,2
4.582528904915167,0,1,1,4,1
5.45616789315935,0,2,0,0,0
9.41464808776525,0,1,1,2,1
3.8610263780077423,0,5,0,4,1
9.611905638239142,0,3,0,5,2
9.053506419560637,0,5,1,5,3
1.9579113478929644,0,3,1,0,0
0.6936130087516545,1,4,0,5,2
1.0077800137742665,0,2,1,5,1
0.18221825651549728,1,4,0,0,1
0.944429607559284,0,3,1,5,2
6.830067734163569,0,3,0,2,1
0.7118864846022899,0,3,1,1,1
3.189756302937613,0,1,1,4,1
8.448753109694545,0,2,0,2,1
0.23271935735825866,1,4,1,2,2
8.144684825889358,0,4,1,1,2
2.8185477477339993,1,5,1,4,3
1.1816482762165625,1,3,0,2,1
6.967371653641506,1,3,1,5,3
6.28942846779884,1,3,1,1,2
8.77472013527053,0,4,0,4,2
7.350710438038858,0,5,1,3,2
8.034809303848485,0,1,0,0,0
2.820345725713065,0,2,0,5,1
1.7743954377972282,0,1,0,1,0
7.506147516408584,1,4,0,0,1
8.06834739267264,0,3,1,3,2
9.905051420006734,0,2,0,2,1
4.126176769114265,0,4,1,2,1
3.720180857927832,0,4,0,4,1
7.764129607419968,0,4,0,1,1
3.4080354025301784,1,2,0,1,1
9.307573256035647,0,2,0,4,2
8.584127518430119,0,5,1,0,2
4.289940273750183,0,5,1,2,2
7.508710677914974,0,1,1,2,1
7.545428740846823,0,2,0,1,1
1.031238688359326,0,2,0,1,0
9.025529066795666,0,2,0,4,2
5.052523724478571,0,5,0,3,1
8.264574661077416,0,4,0,0,1
3.2004960103061175,0,3,1,5,2
8.955232284962005,0,5,0,3,2
3.892016787341631,0,2,1,3,1
0.1083765148029836,0,5,0,1,0
9.053819764192637,1,1,0,1,3
0.9128667678613356,0,2,1,1,0
3.1931363759041487,0,1,0,3,1
9.50061967050805,0,2,1,0,1
9.506071469375561,0,5,1,1,2
5.734378881232861,0,4,0,2,1
6.318372121697992,0,3,1,0,1
4.4844552197831975,1,1,0,2,1
2.9321077169806453,0,5,0,0,0
3.2866454536991596,0,4,1,1,1
6.725184560770384,0,5,0,5,2
7.5237452943768,0,1,1,4,2
7.915790437258485,0,3,1,1,1
7.896181427945539,0,5,1,3,2
0.9120610304869037,1,2,0,5,2
4.944203047025814,0,4,0,3,1
0.5755876001664428,0,5,1,0,1
5.495288823237355,1,4,0,3,2
4.41530501373377,0,2,0,5,1
8.877041827582998,1,3,0,5,3
3.5091501255207866,0,3,0,1,0
1.1706701642760586,1,2,0,2,1
1.4299168205283586,0,4,1,1,1
7.615106317174723,1,5,1,0,2
6.182180633162611,1,2,0,3,2
1.0112267612279024,0,1,0,2,0
0.8410680611499743,1,4,0,4,2
7.009691314591199,0,3,1,5,2
0.7276300636419353,0,2,0,2,0
8.218600592903563,0,3,1,2,2
7.062422271564962,0,4,0,1,1
0.8134878064189976,0,3,1,4,1
0.8483771408519192,0,2,0,5,1
9.866395785011754,0,4,1,0,2
3.742707957561203,1,1,0,0,1
3.706421470668909,1,2,1,2,2
8.127995672575025,0,5,0,2,1
9.472485773838587,0,2,1,3,2
9.860010638228708,0,4,1,4,3
7.533781852589416,0,2,0,5,2
3.762595855309158,0,1,1,2,1
0.8350071669866876,0,1,0,3,0
7.771469159274368,0,5,0,4,2
5.58404249735805,1,3,0,5,2
4.242220092469763,0,4,0,0,0
9.06354385094736,0,4,1,3,2
1.1119748230615134,0,3,1,4,1
4.926251042908591,0,1,0,3,1
0.11353644767419069,0,1,0,2,0
4.6866064199412625,0,2,1,1,1
0.5630327568183735,0,5,1,0,1
1.1881791626807192,0,5,0,2,1
1.1752624677710488,1,5,1,2,2
6.492103021160636,1,2,0,4,2
7.460448792654233,0,5,0,3,2
5.833687650971596,0,3,1,0,1
9.621725484745419,0,2,0,2,1
3.748705795237041,0,3,0,4,1
2.8571208628186073,0,2,0,0,0
8.685991281894603,0,5,1,3,2
2.235958385194526,0,3,1,2,1
9.632225394406113,0,3,0,5,2
0.12154474689816341,0,3,0,2,0
9.69878826707639,1,2,0,2,3
0.43159911950576113,1,4,0,0,1
8.911431136980712,1,5,0,0,2
5.277011090862999,0,3,1,0,1
9.929647961193004,1,4,0,0,3
0.7379656473539886,0,5,0,4,1
5.538542844013207,1,5,0,1,2
9.69302535619099,0,3,0,4,2
5.230978441701488,1,3,1,2,2
6.293986381352625,0,2,0,4,1
6.957486889846171,1,4,0,3,2
4.545410647677732,1,4,0,5,2
6.275580800840634,0,3,0,0,1
5.843143119231002,0,5,0,3,1
9.01158010490989,1,3,0,5,3
0.4544638034145787,0,5,0,3,1
2.809631895922303,1,5,0,2,2
9.504114840765588,0,3,0,0,1
8.902637838909163,0,1,0,3,1
4.55656752785713,0,4,1,2,1
6.201325978015367,0,5,0,0,1
2.7738118298113266,1,5,0,1,1
1.881211597237613,0,1,0,2,0
4.636984049399821,0,2,0,4,1
3.533522280260528,0,1,1,0,0
5.836561118508721,0,1,0,3,1
0.7773463696498484,1,5,1,5,3
9.743948076661665,1,4,0,3,3
9.86210744479603,0,1,0,4,2
6.981617140197452,1,2,1,4,3
5.360963663441204,1,3,0,3,2
3.0952761628632777,0,1,0,5,1
8.137950197069486,1,1,0,0,1
6.847311725538793,0,2,1,2,1
1.626169393448913,0,4,0,4,1
9.109271844938425,1,1,1,4,3
8.22537242923169,0,1,0,4,1
9.49799913291924,1,4,1,5,3
7.2571950838836,1,2,0,1,1
6.134151959357899,0,1,1,5,2
4.182430362906189,1,4,0,0,1
9.327284833540133,0,1,1,0,1
8.660638895004084,0,3,0,0,1
0.45218670106189407,0,5,0,0,0
0.26366974497252005,1,3,0,0,0
3.7646336687804958,0,1,0,3,1
8.105533307818328,0,2,0,4,1
9.872761293149445,0,5,1,5,3
1.5041689110352818,1,3,1,3,2
5.941307153521351,0,4,0,5,2
3.8089085663102153,0,2,1,1,1
9.699143978146033,0,3,0,2,1
8.421189231357086,0,4,0,4,2
8.383287047111379,1,1,1,1,2
4.686931597949703,0,4,1,3,2
4.148195023376652,0,3,1,2,1
2.7340707193070624,1,3,0,1,1
0.5637549665092711,0,1,1,5,1
8.647223762550531,1,4,0,2,2
8.129010091300776,0,4,0,5,2
9.997176732861305,1,1,0,1,3
9.966368370739055,0,4,1,3,2
5.5543170560262745,0,1,1,5,2
7.689874151805105,1,2,1,2,2
9.44765729882428,1,3,0,1,3
8.496473906774115,1,2,0,5,3
2.4734810174319763,0,5,0,3,1
4.505441353100935,1,5,0,4,2
1.2915941515149498,1,5,0,3,2
9.540510272587223,0,1,1,3,2
6.0617463445088005,1,4,0,4,2
2.2864280550346274,1,2,0,3,1
6.7170068440585675,0,2,0,4,1
6.181282404578958,0,2,0,4,1
3.5816271803284048,0,2,0,5,1
1.1355759219962902,0,5,1,5,2
6.715731955927996,0,2,1,4,2
5.2030770090379335,0,4,1,1,1
7.723183917356393,0,5,0,2,1
5.201635011119934,0,2,0,1,0
8.5218150031854,0,1,0,4,1
5.519068387744856,1,3,1,2,2
5.609379715353863,1,3,1,5,3
8.76653602658345,0,3,0,2,1
4.034828662123971,1,5,0,4,2
1.3401522845064073,0,2,0,5,1
0.28782676313338973,0,5,1,2,1
7.55137255673619,0,4,1,2,2
6.203095513534647,0,1,0,1,0
7.0407976809922355,1,1,0,2,1
2.129641615089107,1,3,0,4,2
1.3637147558676976,0,3,0,0,0
0.14544665667881929,0,3,0,0,0
3.5058755880659698,0,2,0,0,0
5.899176868546331,0,4,1,4,2
3.922440450997323,0,4,1,0,1
4.374749220237291,0,4,0,1,1
9.041586944937483,1,4,1,4,3
3.4825546702330037,1,3,0,5,2
5.139894891598108,0,1,0,4,1
7.8365301274114305,1,3,0,4,2
3.9654278232127016,0,4,0,2,1
6.220867002278735,0,3,0,2,1
8.623637087467452,0,4,0,2,1
9.495206236576422,0,5,0,3,2
1.4707348092903794,1,1,1,1,1
9.265876251614944,0,5,0,4,2
4.921162930795382,0,2,0,4,1
2.5824438829895833,0,3,0,2,1
4.591357562382613,0,2,1,4,2
9.800325752854771,1,3,0,5,3
4.926180939928696,0,5,1,4,2
3.287516102875082,0,4,0,0,0
6.334008543167258,0,4,0,5,2
2.401456187781931,0,3,0,5,1
0.7586332810866392,0,4,0,4,1
1.2887972191064923,0,5,0,3,1
1.2804583895777244,0,4,0,2,1
1.5190269351229435,1,5,0,1,1
1.3882717264941014,1,2,0,1,1
6.4087474480321465,1,5,0,0,1
1.8188008439914483,0,1,1,1,0
3.456672833238632,0,1,0,1,0
8.967884099060118,0,1,1,2,1
4.739616402628723,1,3,1,2,2
6.675577385210271,0,3,0,3,1
1.7231987120162984,0,3,0,0,0
1.9228901880867078,0,5,0,1,1
0.40868616266478863,0,3,1,3,1
1.6893506307216455,0,2,1,0,0
2.7859033903195862,0,1,1,5,1
1.7701048427674682,1,5,1,1,2
0.8870253375705561,0,1,1,1,0
1.206358711006008,0,3,0,2,0
4.607787680327258,0,5,0,4,2
2.063337184057925,0,4,1,0,1
3.6426986104807546,0,2,0,1,0
5.034172708548569,1,3,0,0,1
6.903948286293653,0,3,1,3,2
0.39312139841098936,1,2,0,3,1
7.994103989090426,0,2,1,4,2
6.279003894909078,0,4,1,1,1
0.8175903194887191,1,3,0,2,1
8.735786241067773,0,3,1,1,1
9.208724005318132,0,1,0,0,1
0.6107795985486375,0,5,0,5,1
2.7687764814720373,0,5,0,3,1
8.062012797930613,1,1,0,0,1
7.482596903836583,0,5,0,4,2
1.8452101935637732,1,2,0,3,1
2.093493233367103,1,5,0,2,1
3.70472102791382,0,5,0,3,1
4.845229851910213,1,1,1,5,2
6.1825477153029595,0,4,1,1,1
3.689136395697724,1,5,0,5,2
4.625347161331479,0,5,0,5,2
7.474709381337565,0,4,0,1,1
0.366832028905979,0,1,0,3,0
2.5243694434402073,0,4,1,4,2
7.133495858845524,0,1,1,1,1
8.952068376871994,1,2,0,1,2
5.116774421156661,0,1,0,2,1
5.321134852653157,0,2,0,3,1
1.0717201133977605,1,2,1,1,1
4.474123668234546,0,1,0,4,1
5.326172664550231,1,3,1,0,1
2.4247050363472966,1,1,1,3,2
2.6924323094938094,1,5,0,2,2
3.7728416310462265,1,5,0,5,2
0.20071197777726368,0,3,1,1,1
3.220791655831783,0,2,0,4,1
2.1144800699654462,1,3,0,3,1
3.2749735217791462,0,5,0,4,1
1.1976213181925122,0,3,1,4,1
8.90527280739895,0,1,1,5,2
5.935924535540487,1,3,1,2,2
6.791023191444896,0,2,1,3,2
7.891712386073383,0,1,1,1,1
4.984421989290572,0,4,1,2,1
0.8692028808742369,0,5,0,1,0
5.371065418185478,0,5,0,0,1
5.868411180208791,0,3,1,4,2
7.4543947418433,0,1,1,0,1
4.316595462296794,1,4,1,4,3
1.2758030279556376,0,1,0,5,1
2.8377590579872445,1,5,1,2,2
3.630822963986351,1,1,1,1,1
6.459172413316012,0,4,0,5,2
5.707783046689119,0,3,0,1,1
3.5609672589784624,0,2,0,2,1
9.865152487929796,1,1,0,3,3
6.057748193568871,0,2,0,0,0
2.372267917359945,0,5,0,0,0
1.0178247262040374,0,3,0,1,0
1.5285913918433203,0,3,1,1,1
2.459577283845081,0,1,1,1,0
1.6068137325955567,0,3,1,2,1
1.8656702405130576,1,1,0,3,1
2.850951686938471,0,1,0,0,0
1.7337359529475482,0,2,1,5,1
8.967654246264251,0,3,0,4,2
0.8023374566164221,1,1,1,2,1
5.245113895702547,0,2,1,0,1
4.103968269896615,1,4,0,3,2
9.823786169086064,0,2,1,2,2
1.1203890216805235,0,2,0,5,1
3.9785559904574166,0,1,0,0,0
9.69470433275369,0,5,1,2,2
8.655071258939802,0,5,0,0,1
8.1707207094928,0,5,1,0,1
2.579028270449398,1,2,0,3,1
1.7088758739006582,0,1,0,4,1
6.68643219924431,0,3,0,3,1
9.293759891275858,0,2,1,0,1
5.567628930139298,0,2,0,2,1
5.7161268946989985,0,1,0,5,1
2.7997909366028417,0,4,1,3,1
7.694929331919369,0,2,0,4,1
1.8704374855752337,0,4,1,0,1
3.2367923640424365,0,4,0,5,1
4.254364386164168,0,5,1,3,2
5.07610378684455,0,1,1,3,1
2.4240973241508024,0,4,0,3,1
1.1483682473920354,1,1,0,3,1
6.1062004244163255,0,5,1,5,3
2.8863055324025577,0,1,0,2,0
5.812382214226123,0,2,1,4,2
1.5436271527420231,1,4,0,4,2
4.811401018548175,1,1,0,0,1
5.325894325515859,0,3,0,1,1
0.5182353682242691,1,1,1,2,1
3.366042781939206,0,4,0,0,0
1.3441467693897424,0,5,1,0,1
0.6337497047276774,1,5,1,3,2
9.899602323899453,1,4,0,1,3
3.2235384497472297,0,2,0,1,0
8.09874445854635,0,2,1,2,1
2.5464065476376385,0,5,0,1,1
6.8150272222392925,0,5,1,0,1
7.6022785988968655,1,4,0,1,2
5.956387406078443,0,2,0,1,1
4.715761885501584,0,5,1,4,2
4.118409141472686,0,2,0,0,0
3.4886826654299528,0,5,0,5,2
9.29529144247826,0,1,0,1,1
8.306194077877292,0,3,0,1,1
9.650269106665126,1,1,0,3,3
1.2429722348554473,1,5,1,1,2
7.308674752036443,0,3,0,1,1
9.383404568210379,1,3,0,4,3
1.8123306616566015,1,5,1,0,1
0.664962673667775,1,5,0,2,1
7.4112064929005905,0,2,0,0,1
5.744731131799119,0,5,1,3,2
8.41828776758272,0,4,1,0,1
1.397723766262895,0,5,0,1,1
7.952673118598902,0,4,1,3,2
2.0162732004774453,0,5,0,0,0
1.636559428657045,0,2,1,3,1
1.6426579793099294,1,4,0,2,1
8.14574720231382,0,1,0,0,0
6.651972206962001,0,4,0,5,2
5.230654247691193,1,2,0,1,1
3.5883048412350247,1,4,0,3,2
8.772005408131083,1,5,1,5,3
3.924451074226354,1,5,0,5,2
8.16599439471577,0,2,0,4,1
4.391349085702184,1,3,0,3,2
3.769444294249076,0,5,0,5,2
4.626797856696064,0,1,1,4,1
3.0137787416414206,0,2,0,5,1
7.476093801762511,0,4,0,1,1
5.027203900924792,0,4,0,2,1
2.322126951468173,0,1,1,4,1
8.995745732745684,1,5,0,2,2
3.8389122137321143,0,2,0,3,1
5.435528611139886,0,1,0,1,0
9.06472110964547,1,5,0,4,3
6.242379959139921,0,2,0,3,1
1.1689804070836407,0,4,1,5,2
9.398321236134752,0,2,1,0,1
6.277080530714178,0,3,1,3,2
3.3490561465708613,0,2,0,2,1
1.3927207266338726,1,3,0,1,1
7.9402518927029595,0,2,0,1,1
6.200727559285135,0,3,1,3,2
5.334610919763215,1,4,0,5,2
8.938925830509577,1,5,1,0,2
