cvss,asset_importance,service_type,risk_level
8.287375091519294,3,SSH,HIGH
3.567533266935893,9,WEB,HIGH
2.8093450968738076,9,DBMS,HIGH
5.426960831582485,2,SMB,MEDIUM
1.4092422497476265,8,IOT,MEDIUM
8.021969807540398,10,FTP,CRITICAL
0.7455064367977082,5,FTP,LOW
9.868869366005173,4,DNS,HIGH
7.722447692966574,10,IOT,CRITICAL
1.987156815341724,5,RDP,MEDIUM
0.05522117123602399,4,DNS,LOW
8.154614284548341,8,DBMS,CRITICAL
7.068573438476172,4,SMB,HIGH
7.2900716804098735,10,DBMS,CRITICAL
7.712703466859457,6,DBMS,CRITICAL
0.7404465173409036,2,FTP,NONE
3.5846572854427263,5,SSH,MEDIUM
1.1586905952512971,6,WEB,LOW
8.631034258755935,5,RDP,CRITICAL
6.232981268275579,2,SMB,HIGH
3.308980248526492,7,DBMS,HIGH
0.6355835028602363,4,RDP,MEDIUM
3.109823217156622,8,DBMS,HIGH
3.2518332202674705,7,IOT,MEDIUM
7.29606178338064,7,FTP,HIGH
6.3755747135521315,9,WEB,HIGH
8.872127425763265,1,FTP,MEDIUM
4.722149251619493,10,RDP,CRITICAL
1.195942459383017,6,SMB,MEDIUM
7.13244787222995,6,DBMS,CRITICAL
7.607850486168974,6,WEB,HIGH
5.612771975694963,6,IOT,HIGH
7.70967179954561,10,FTP,CRITICAL
4.937955963643907,7,IOT,HIGH
5.227328293819941,10,RDP,CRITICAL
4.275410183585496,6,FTP,MEDIUM
0.2541912674409519,1,DBMS,LOW
1.0789142699330445,3,DBMS,MEDIUM
0.3142918568673425,2,IOT,NONE
6.364104112637804,6,SMB,HIGH
3.143559810763267,8,WEB,MEDIUM
5.085706911647028,3,SSH,MEDIUM
9.07566473926093,10,FTP,CRITICAL
2.4929222914887497,8,DBMS,HIGH
4.103829230356297,8,RDP,HIGH
7.555511385430487,5,FTP,HIGH
2.2879816549162246,8,SMB,HIGH
0.7697990982879299,6,SMB,MEDIUM
2.8975145291376805,5,DBMS,MEDIUM
1.6122128725400442,9,DBMS,HIGH
9.29697652342573,7,IOT,CRITICAL
8.08120379564417,8,DBMS,CRITICAL
6.334037565104235,1,IOT,MEDIUM
8.714605901877178,2,DNS,HIGH
8.036720768991145,8,SSH,HIGH
1.8657005888603584,9,DBMS,HIGH
8.925589984899778,4,FTP,HIGH
5.393422419156507,10,FTP,HIGH
8.074401551640625,10,IOT,CRITICAL
8.960912999234932,9,DNS,CRITICAL
3.1800347497186388,4,DNS,MEDIUM
1.1005192452767676,10,WEB,MEDIUM
2.279351625419417,10,RDP,HIGH
4.271077886262563,10,DBMS,CRITICAL
8.18014765922493,9,IOT,CRITICAL
8.607305832563434,7,FTP,HIGH
0.06952130531190703,2,DNS,NONE
5.107473025775658,9,FTP,HIGH
4.17411003148779,4,FTP,MEDIUM
2.2210781047073027,8,DNS,MEDIUM
1.198653673336828,7,SSH,MEDIUM
3.3761517140362796,7,DNS,MEDIUM
9.429097039125192,8,DNS,CRITICAL
3.2320293202075523,1,RDP,MEDIUM
5.187906217433661,5,IOT,MEDIUM
7.030189588951778,2,IOT,MEDIUM
3.63629602379294,2,DNS,LOW
9.717820827209607,1,SMB,HIGH
9.624472949421111,5,IOT,CRITICAL
2.5178229582536416,2,IOT,LOW
4.972485058923855,4,IOT,MEDIUM
3.0087830981676964,3,DNS,MEDIUM
2.848404943774676,3,FTP,LOW
0.36886947354532795,2,DBMS,LOW
6.095643339798968,6,FTP,HIGH
5.026790232288615,2,RDP,MEDIUM
0.5147875124998935,8,SMB,MEDIUM
2.7864646423661146,8,DNS,MEDIUM
9.082658859666537,5,SSH,HIGH
2.395618906669724,10,WEB,MEDIUM
1.448948720912231,7,DNS,MEDIUM
4.89452760277563,4,DBMS,HIGH
9.856504541106007,1,WEB,MEDIUM
2.4205527151150044,2,SSH,LOW
6.721355474058786,10,RDP,CRITICAL
7.616196153287175,10,RDP,CRITICAL
2.3763754399239967,4,SSH,LOW
7.282163486118596,1,FTP,MEDIUM
3.677831327192532,8,SSH,MEDIUM
6.3230583059357945,9,IOT,CRITICAL
6.335297107608947,4,IOT,HIGH
5.357746840747585,10,DNS,CRITICAL
0.902897700544083,3,DBMS,LOW
8.35302495589238,2,IOT,HIGH
3.2078006497173583,5,SMB,MEDIUM
1.8651851039985423,3,DNS,LOW
0.40775141554763916,10,DNS,MEDIUM
5.908929431882418,7,DNS,HIGH
6.775643618422825,6,WEB,HIGH
0.16587828927856152,1,WEB,NONE
5.12093058299281,8,RDP,CRITICAL
2.2649577519793795,2,DNS,LOW
6.451727904094499,5,FTP,MEDIUM
1.7436642900499144,9,IOT,MEDIUM
6.90937738102466,8,RDP,CRITICAL
3.867353463005374,2,DBMS,MEDIUM
9.367299887367345,9,SSH,CRITICAL
1.3752094414599325,5,WEB,LOW
3.410663510502585,10,DNS,HIGH
1.1347352124058907,6,DBMS,MEDIUM
9.246936182785628,3,RDP,CRITICAL
8.77339353380981,3,RDP,HIGH
2.579416277151556,10,WEB,MEDIUM
6.59984046034179,8,RDP,CRITICAL
8.172222002012159,10,FTP,CRITICAL
5.5520081159946235,10,RDP,CRITICAL
5.296505783560065,2,SMB,MEDIUM
2.418522909004517,2,IOT,LOW
0.9310276780589921,5,SSH,LOW
8.972157579533267,6,RDP,CRITICAL
9.004180571633304,2,IOT,HIGH
6.33101457273268,5,IOT,HIGH
3.390297910487007,7,SMB,HIGH
3.492095746126609,10,DBMS,CRITICAL
7.259556788702394,10,RDP,CRITICAL
8.971102599525771,8,FTP,CRITICAL
8.870864242651173,7,DBMS,CRITICAL
7.798755458576238,8,IOT,CRITICAL
6.420316461542877,9,IOT,CRITICAL
0.8413996499504883,5,DNS,LOW
1.6162871409461377,5,RDP,MEDIUM
8.985541885270793,10,WEB,CRITICAL
6.0642905965958995,4,SMB,HIGH
0.09197051616629648,9,SMB,MEDIUM
1.014715428660321,5,WEB,LOW
6.635017691080558,2,SSH,MEDIUM
0.05061583846218687,10,IOT,MEDIUM
1.6080805141749865,8,DNS,MEDIUM
5.487337893665861,7,FTP,HIGH
6.918951976926932,8,SMB,CRITICAL
6.519612595026006,3,DBMS,HIGH
2.242693094605598,4,IOT,MEDIUM
7.121792213475358,5,FTP,HIGH
2.3724908749680007,6,SMB,MEDIUM
3.2539969815926773,1,DNS,LOW
7.464914051180242,4,SSH,MEDIUM
6.496328990472147,10,DNS,CRITICAL
8.49223410494178,5,DBMS,CRITICAL
6.576128923003433,7,DNS,HIGH
5.683086033354716,5,FTP,MEDIUM
0.9367476782809248,1,IOT,NONE
3.6771580305943354,7,DBMS,HIGH
2.6520236768172545,8,IOT,MEDIUM
2.4398964337908358,7,WEB,MEDIUM
9.730105547524456,4,RDP,CRITICAL
3.930977246667604,8,WEB,MEDIUM
8.920465551771134,5,FTP,HIGH
6.311386259972629,10,RDP,CRITICAL
7.948113035416484,9,WEB,CRITICAL
5.026370931051921,10,RDP,CRITICAL
5.769038846263591,5,SMB,HIGH
4.925176938188639,1,DNS,MEDIUM
1.952429877980445,9,DBMS,HIGH
7.224521152615053,5,RDP,HIGH
2.807723624408558,6,SMB,HIGH
0.2431596643145384,4,DNS,LOW
6.454722959071678,6,DNS,HIGH
1.7711067940704894,8,SSH,MEDIUM
9.404585843529143,3,IOT,HIGH
9.539285770025874,5,WEB,HIGH
9.148643902204485,2,SSH,HIGH
3.7015870025544437,2,IOT,LOW
0.15456616528867428,7,IOT,MEDIUM
9.283185625877254,10,FTP,CRITICAL
4.281841483173143,10,SMB,CRITICAL
9.666548190436696,10,SSH,CRITICAL
9.636199770892528,6,SSH,HIGH
8.530094554673601,4,IOT,HIGH
2.944488920695857,5,DNS,MEDIUM
3.8509772860192526,1,SMB,MEDIUM
8.511366715168569,7,DNS,CRITICAL
3.1692200515627764,8,DBMS,HIGH
1.6949274668609249,9,RDP,HIGH
5.568012624583502,8,FTP,HIGH
9.36154774160781,5,FTP,HIGH
6.96029796674973,3,WEB,MEDIUM
5.700611700893649,10,DNS,CRITICAL
0.9717649377076854,9,RDP,HIGH
6.150072266991698,6,IOT,HIGH
9.900538501042632,5,WEB,HIGH
1.4008401523652403,3,FTP,LOW
5.183296523637368,6,RDP,HIGH
8.773730719279554,3,SSH,HIGH
7.407686177542044,10,DBMS,CRITICAL
6.97015740995268,6,IOT,HIGH
7.024840839871093,4,SSH,MEDIUM
3.5949115121975517,2,DBMS,MEDIUM
2.9359184426449336,8,IOT,HIGH
8.093611554785136,4,DNS,HIGH
8.101133946791808,9,SMB,CRITICAL
8.670723185801037,7,WEB,HIGH
9.132405525564714,2,WEB,HIGH
5.113423988609378,4,SMB,HIGH
5.015162946871996,5,RDP,HIGH
7.9829517896677515,3,SMB,HIGH
6.4996393077776515,9,DNS,CRITICAL
7.019668772577034,5,FTP,HIGH
7.95792669436101,2,SMB,HIGH
8.900053418175663,3,DBMS,HIGH
3.379951568515358,9,FTP,MEDIUM
3.75582952639944,7,SMB,HIGH
0.93981939840869,2,WEB,NONE
5.78280140996174,9,SSH,HIGH
0.35942273796742086,4,DBMS,MEDIUM
4.655980181324601,9,DNS,HIGH
5.426446347075766,2,DBMS,MEDIUM
2.865412521282844,10,IOT,HIGH
5.9083326056901075,4,RDP,HIGH
0.3050024993904943,5,SSH,LOW
0.37348188749214417,2,DBMS,LOW
8.226005606596583,10,IOT,CRITICAL
3.601906414112629,1,SMB,MEDIUM
1.2706051265188478,7,DBMS,MEDIUM
5.222432600548044,10,DBMS,CRITICAL
7.699935530986108,1,DBMS,HIGH
2.1582102749684315,8,RDP,HIGH
6.228904758190002,3,DBMS,HIGH
0.85347464993768,10,DBMS,HIGH
0.516817211686077,6,RDP,MEDIUM
5.31354631568148,7,IOT,HIGH
5.406351216101065,10,FTP,HIGH
6.374299014982066,1,SSH,MEDIUM
7.260913337226615,6,IOT,HIGH
9.758520794625346,7,DNS,CRITICAL
5.163003483011953,6,FTP,MEDIUM
3.2295647294124596,4,WEB,LOW
7.9518619476870365,1,RDP,HIGH
2.708322512620742,9,RDP,HIGH
4.389714207056361,4,DBMS,HIGH
0.7845638134226596,7,DBMS,MEDIUM
0.2535074341545751,7,DNS,MEDIUM
9.626484146779251,2,WEB,HIGH
8.359801205122059,1,DBMS,HIGH
6.95974206093698,8,SMB,CRITICAL
4.089529444142698,8,DBMS,HIGH
1.7329432007084578,7,DBMS,MEDIUM
1.5643704267108605,8,SMB,HIGH
2.502428981645953,3,WEB,LOW
5.4922666470612045,2,SMB,MEDIUM
7.145959227000623,7,RDP,CRITICAL
6.601973767177313,8,SMB,CRITICAL
2.7993389694594284,1,SSH,LOW
9.54865280663194,10,RDP,CRITICAL
7.378969166957685,9,DBMS,CRITICAL
5.543540525114007,4,DNS,MEDIUM
6.117207462343522,4,RDP,HIGH
4.196000624277899,3,WEB,LOW
2.4773098950115746,6,WEB,MEDIUM
3.559726786512616,1,SMB,MEDIUM
7.578461104643691,6,RDP,CRITICAL
0.14393488629755868,2,DBMS,LOW
1.1607264050691624,9,WEB,MEDIUM
0.4600264202175275,2,FTP,NONE
0.40728802318970136,7,DBMS,MEDIUM
8.554605840110073,1,FTP,MEDIUM
7.036578593800237,7,SSH,HIGH
4.741738290873252,5,FTP,MEDIUM
0.9783416065100148,8,IOT,MEDIUM
4.916158751168323,4,WEB,MEDIUM
4.734717707805657,10,SMB,CRITICAL
1.7320186991001518,7,SSH,MEDIUM
4.33851649237973,6,RDP,HIGH
3.9850473439737346,5,DBMS,HIGH
6.158500980522165,4,WEB,MEDIUM
6.350936508676438,7,SSH,HIGH
0.4530400977204452,5,SSH,LOW
3.746126146264712,5,IOT,MEDIUM
6.258599157142363,1,WEB,MEDIUM
5.031362585800877,2,RDP,MEDIUM
8.564898411883222,5,RDP,CRITICAL
6.58693631618945,3,SMB,HIGH
1.629344270814297,2,DNS,LOW
0.7056874740042984,4,FTP,LOW
6.424192782063156,4,RDP,HIGH
0.26511310541621813,4,IOT,LOW
5.8577558127346325,4,SMB,HIGH
9.402302414249576,3,FTP,HIGH
5.75474177875879,7,SSH,HIGH
3.881699262065219,9,WEB,HIGH
6.432882184423532,5,RDP,HIGH
4.582528904915167,4,SMB,HIGH
5.45616789315935,2,SSH,MEDIUM
9.41464808776525,2,RDP,HIGH
3.8610263780077423,5,DBMS,HIGH
9.611905638239142,7,DNS,CRITICAL
9.053506419560637,10,SSH,CRITICAL
1.9579113478929644,10,IOT,HIGH
0.6936130087516545,9,IOT,MEDIUM
1.0077800137742665,7,RDP,MEDIUM
0.18221825651549728,5,IOT,LOW
0.944429607559284,10,SSH,MEDIUM
6.830067734163569,10,WEB,CRITICAL
0.7118864846022899,10,WEB,MEDIUM
3.189756302937613,6,DNS,MEDIUM
8.448753109694545,3,WEB,HIGH
0.23271935735825866,5,FTP,LOW
8.144684825889358,8,DBMS,CRITICAL
2.8185477477339993,1,WEB,LOW
1.1816482762165625,1,IOT,NONE
6.967371653641506,7,DBMS,CRITICAL
6.28942846779884,5,WEB,MEDIUM
8.77472013527053,5,FTP,HIGH
7.350710438038858,1,IOT,MEDIUM
8.034809303848485,9,SSH,CRITICAL
2.820345725713065,1,RDP,MEDIUM
1.7743954377972282,5,RDP,MEDIUM
7.506147516408584,10,WEB,CRITICAL
8.06834739267264,9,RDP,CRITICAL
9.905051420006734,4,WEB,HIGH
4.126176769114265,8,WEB,MEDIUM
3.720180857927832,6,IOT,MEDIUM
7.764129607419968,3,DNS,HIGH
3.4080354025301784,4,SMB,MEDIUM
9.307573256035647,2,SMB,HIGH
8.584127518430119,1,DNS,HIGH
4.289940273750183,8,SMB,HIGH
7.508710677914974,1,DBMS,HIGH
7.545428740846823,1,SMB,HIGH
1.031238688359326,4,WEB,LOW
9.025529066795666,10,FTP,CRITICAL
5.052523724478571,10,FTP,HIGH
8.264574661077416,6,SSH,HIGH
3.2004960103061175,9,IOT,HIGH
8.955232284962005,1,SMB,HIGH
3.892016787341631,7,FTP,MEDIUM
0.1083765148029836,10,SMB,HIGH
9.053819764192637,5,IOT,HIGH
0.9128667678613356,8,SSH,MEDIUM
3.1931363759041487,7,FTP,MEDIUM
9.50061967050805,4,WEB,HIGH
9.506071469375561,4,DBMS,CRITICAL
5.734378881232861,6,DNS,HIGH
6.318372121697992,6,DNS,HIGH
4.4844552197831975,9,DNS,HIGH
2.9321077169806453,5,SMB,MEDIUM
3.2866454536991596,8,FTP,MEDIUM
6.725184560770384,5,IOT,HIGH
7.5237452943768,2,IOT,MEDIUM
7.915790437258485,6,FTP,HIGH
7.896181427945539,9,SSH,CRITICAL
0.9120610304869037,3,WEB,NONE
4.944203047025814,1,RDP,MEDIUM
0.5755876001664428,1,FTP,NONE
5.495288823237355,3,DBMS,HIGH
4.41530501373377,10,SSH,HIGH
8.877041827582998,5,FTP,HIGH
3.5091501255207866,3,FTP,LOW
1.1706701642760586,9,SSH,MEDIUM
1.4299168205283586,8,SSH,MEDIUM
7.615106317174723,3,SMB,HIGH
6.182180633162611,9,FTP,HIGH
1.0112267612279024,6,RDP,MEDIUM
0.8410680611499743,7,DBMS,MEDIUM
7.009691314591199,4,WEB,MEDIUM
0.7276300636419353,4,WEB,LOW
8.218600592903563,2,RDP,HIGH
7.062422271564962,5,IOT,HIGH
0.8134878064189976,8,SSH,MEDIUM
0.8483771408519192,7,SSH,LOW
9.866395785011754,7,IOT,CRITICAL
3.742707957561203,6,SSH,MEDIUM
3.706421470668909,3,IOT,MEDIUM
8.127995672575025,5,FTP,HIGH
9.472485773838587,1,IOT,HIGH
9.860010638228708,7,SSH,CRITICAL
7.533781852589416,9,SSH,CRITICAL
3.762595855309158,1,FTP,LOW
0.8350071669866876,2,IOT,LOW
7.771469159274368,3,FTP,MEDIUM
5.58404249735805,3,RDP,HIGH
4.242220092469763,8,SMB,HIGH
9.06354385094736,7,FTP,HIGH
1.1119748230615134,6,DBMS,MEDIUM
4.926251042908591,10,SSH,HIGH
0.11353644767419069,10,SMB,HIGH
4.6866064199412625,4,WEB,MEDIUM
0.5630327568183735,9,RDP,HIGH
1.1881791626807192,1,IOT,NONE
1.1752624677710488,2,SMB,LOW
6.492103021160636,4,FTP,MEDIUM
7.460448792654233,3,SSH,MEDIUM
5.833687650971596,1,SSH,LOW
9.621725484745419,5,SSH,HIGH
3.748705795237041,7,SMB,HIGH
2.8571208628186073,2,SSH,LOW
8.685991281894603,5,FTP,HIGH
2.235958385194526,6,IOT,MEDIUM
9.632225394406113,7,SMB,CRITICAL
0.12154474689816341,1,SSH,NONE
9.69878826707639,7,WEB,CRITICAL
0.43159911950576113,4,WEB,LOW
8.911431136980712,8,DBMS,CRITICAL
5.277011090862999,4,SSH,MEDIUM
9.929647961193004,6,SSH,CRITICAL
0.7379656473539886,9,SMB,HIGH
5.538542844013207,5,SMB,HIGH
9.69302535619099,4,DNS,HIGH
5.230978441701488,8,IOT,HIGH
6.293986381352625,9,SSH,HIGH
6.957486889846171,4,DBMS,HIGH
4.545410647677732,3,IOT,MEDIUM
6.275580800840634,8,SSH,HIGH
5.843143119231002,5,IOT,HIGH
9.01158010490989,2,FTP,MEDIUM
0.4544638034145787,10,SMB,HIGH
2.809631895922303,9,SSH,MEDIUM
9.504114840765588,3,IOT,HIGH
8.902637838909163,2,SMB,HIGH
4.55656752785713,1,SSH,LOW
6.201325978015367,8,RDP,CRITICAL
2.7738118298113266,3,SMB,MEDIUM
1.881211597237613,7,IOT,MEDIUM
4.636984049399821,1,DBMS,MEDIUM
3.533522280260528,1,RDP,MEDIUM
5.836561118508721,9,FTP,HIGH
0.7773463696498484,8,SSH,MEDIUM
9.743948076661665,3,DNS,HIGH
9.86210744479603,6,FTP,HIGH
6.981617140197452,3,SMB,HIGH
5.360963663441204,4,RDP,HIGH
3.0952761628632777,1,FTP,LOW
8.137950197069486,5,DBMS,CRITICAL
6.847311725538793,1,DNS,MEDIUM
1.626169393448913,1,SMB,LOW
9.109271844938425,10,RDP,CRITICAL
8.22537242923169,7,FTP,HIGH
9.49799913291924,6,RDP,CRITICAL
7.2571950838836,2,RDP,HIGH
6.134151959357899,2,FTP,MEDIUM
4.182430362906189,7,WEB,MEDIUM
9.327284833540133,1,SSH,MEDIUM
8.660638895004084,2,IOT,HIGH
0.45218670106189407,8,SMB,MEDIUM
0.26366974497252005,6,SMB,MEDIUM
3.7646336687804958,2,DNS,MEDIUM
8.105533307818328,7,DNS,CRITICAL
9.872761293149445,4,DNS,HIGH
1.5041689110352818,2,SMB,LOW
5.941307153521351,6,RDP,HIGH
3.8089085663102153,9,DNS,HIGH
9.699143978146033,9,FTP,CRITICAL
8.421189231357086,8,SSH,CRITICAL
8.383287047111379,3,DBMS,HIGH
4.686931597949703,3,SMB,MEDIUM
4.148195023376652,2,FTP,LOW
2.7340707193070624,5,SSH,MEDIUM
0.5637549665092711,4,SSH,LOW
8.647223762550531,7,WEB,HIGH
8.129010091300776,4,IOT,HIGH
9.997176732861305,9,FTP,CRITICAL
9.966368370739055,2,SMB,CRITICAL
5.5543170560262745,6,DNS,HIGH
7.689874151805105,7,RDP,CRITICAL
9.44765729882428,4,DNS,HIGH
8.496473906774115,6,SSH,HIGH
2.4734810174319763,7,SSH,MEDIUM
4.505441353100935,4,DBMS,HIGH
1.2915941515149498,8,DNS,MEDIUM
9.540510272587223,9,IOT,CRITICAL
6.0617463445088005,1,IOT,MEDIUM
2.2864280550346274,7,WEB,MEDIUM
6.7170068440585675,9,IOT,CRITICAL
6.181282404578958,10,SSH,HIGH
3.5816271803284048,5,SSH,MEDIUM
1.1355759219962902,2,IOT,LOW
6.715731955927996,10,RDP,CRITICAL
5.2030770090379335,6,RDP,HIGH
7.723183917356393,7,IOT,HIGH
5.201635011119934,2,DBMS,MEDIUM
8.5218150031854,2,FTP,MEDIUM
5.519068387744856,10,DBMS,CRITICAL
5.609379715353863,10,DBMS,CRITICAL
8.76653602658345,1,IOT,HIGH
4.034828662123971,4,RDP,MEDIUM
1.3401522845064073,7,DNS,MEDIUM
0.28782676313338973,9,DNS,MEDIUM
7.55137255673619,3,IOT,HIGH
6.203095513534647,7,DNS,HIGH
7.0407976809922355,7,FTP,HIGH
2.129641615089107,7,RDP,HIGH
1.3637147558676976,2,IOT,LOW
0.14544665667881929,6,WEB,LOW
3.5058755880659698,2,SMB,MEDIUM
5.899176868546331,6,SMB,HIGH
3.922440450997323,10,IOT,HIGH
4.374749220237291,3,IOT,MEDIUM
9.041586944937483,2,WEB,MEDIUM
3.4825546702330037,6,DNS,MEDIUM
5.139894891598108,2,SMB,MEDIUM
7.8365301274114305,5,FTP,HIGH
3.9654278232127016,2,IOT,MEDIUM
6.220867002278735,3,RDP,HIGH
8.623637087467452,3,SMB,HIGH
9.495206236576422,6,FTP,HIGH
1.4707348092903794,6,RDP,MEDIUM
9.265876251614944,10,IOT,CRITICAL
4.921162930795382,3,FTP,MEDIUM
2.5824438829895833,3,WEB,LOW
4.591357562382613,1,IOT,MEDIUM
9.800325752854771,7,DBMS,CRITICAL
4.926180939928696,8,WEB,HIGH
3.287516102875082,2,SMB,MEDIUM
6.334008543167258,4,RDP,HIGH
2.401456187781931,10,FTP,MEDIUM
0.7586332810866392,7,SMB,MEDIUM
1.2887972191064923,8,SMB,HIGH
1.2804583895777244,1,IOT,LOW
1.5190269351229435,4,DBMS,MEDIUM
1.3882717264941014,6,DNS,MEDIUM
6.4087474480321465,3,SMB,HIGH
1.8188008439914483,5,DBMS,MEDIUM
3.456672833238632,10,RDP,CRITICAL
8.967884099060118,9,RDP,CRITICAL
4.739616402628723,3,FTP,MEDIUM
6.675577385210271,5,DNS,HIGH
1.7231987120162984,8,DBMS,HIGH
1.9228901880867078,6,WEB,MEDIUM
0.40868616266478863,4,RDP,MEDIUM
1.6893506307216455,8,IOT,MEDIUM
2.7859033903195862,3,DNS,LOW
1.7701048427674682,3,FTP,LOW
0.8870253375705561,4,WEB,LOW
1.206358711006008,9,RDP,HIGH
4.607787680327258,5,RDP,HIGH
2.063337184057925,8,FTP,MEDIUM
3.6426986104807546,6,FTP,MEDIUM
5.034172708548569,3,SSH,MEDIUM
6.903948286293653,8,IOT,HIGH
0.39312139841098936,9,SMB,HIGH
7.994103989090426,8,SMB,CRITICAL
6.279003894909078,4,WEB,MEDIUM
0.8175903194887191,6,SMB,MEDIUM
8.735786241067773,1,WEB,MEDIUM
9.208724005318132,4,DNS,HIGH
0.6107795985486375,8,RDP,MEDIUM
2.7687764814720373,1,SSH,LOW
8.062012797930613,3,SSH,MEDIUM
7.482596903836583,1,IOT,MEDIUM
1.8452101935637732,9,IOT,MEDIUM
2.093493233367103,2,RDP,MEDIUM
3.70472102791382,9,FTP,HIGH
4.845229851910213,4,IOT,MEDIUM
6.1825477153029595,2,IOT,MEDIUM
3.689136395697724,4,DBMS,MEDIUM
4.625347161331479,10,DBMS,CRITICAL
7.474709381337565,6,SMB,CRITICAL
0.366832028905979,7,FTP,LOW
2.5243694434402073,3,WEB,LOW
7.133495858845524,3,DNS,HIGH
8.952068376871994,10,SSH,CRITICAL
5.116774421156661,8,SMB,CRITICAL
5.321134852653157,5,IOT,MEDIUM
1.0717201133977605,4,RDP,MEDIUM
4.474123668234546,7,FTP,MEDIUM
5.326172664550231,7,IOT,HIGH
2.4247050363472966,9,SSH,MEDIUM
2.6924323094938094,9,WEB,MEDIUM
3.7728416310462265,5,WEB,MEDIUM
0.20071197777726368,8,DBMS,MEDIUM
3.220791655831783,10,SMB,HIGH
2.1144800699654462,1,IOT,LOW
3.2749735217791462,9,RDP,HIGH
1.1976213181925122,8,SSH,MEDIUM
8.90527280739895,6,IOT,CRITICAL
5.935924535540487,3,DNS,MEDIUM
6.791023191444896,3,WEB,MEDIUM
7.891712386073383,8,IOT,CRITICAL
4.984421989290572,5,SSH,MEDIUM
0.8692028808742369,10,RDP,HIGH
5.371065418185478,7,SSH,HIGH
5.868411180208791,5,SMB,HIGH
7.4543947418433,8,DBMS,CRITICAL
4.316595462296794,10,SSH,HIGH
1.2758030279556376,10,FTP,MEDIUM
2.8377590579872445,4,IOT,MEDIUM
3.630822963986351,2,DBMS,MEDIUM
6.459172413316012,3,RDP,HIGH
5.707783046689119,8,DBMS,CRITICAL
3.5609672589784624,7,SSH,MEDIUM
9.865152487929796,2,SSH,HIGH
6.057748193568871,6,FTP,HIGH
2.372267917359945,9,WEB,MEDIUM
1.0178247262040374,4,IOT,LOW
1.5285913918433203,9,FTP,MEDIUM
2.459577283845081,2,SSH,LOW
1.6068137325955567,2,DNS,LOW
1.8656702405130576,9,DBMS,HIGH
2.850951686938471,7,FTP,MEDIUM
1.7337359529475482,7,FTP,MEDIUM
8.967654246264251,1,IOT,HIGH
0.8023374566164221,6,DNS,MEDIUM
5.245113895702547,7,DNS,HIGH
4.103968269896615,6,DNS,MEDIUM
9.823786169086064,6,IOT,CRITICAL
1.1203890216805235,2,WEB,NONE
3.9785559904574166,6,SSH,MEDIUM
9.69470433275369,4,SSH,HIGH
8.655071258939802,9,RDP,CRITICAL
8.1707207094928,1,IOT,MEDIUM
2.579028270449398,8,WEB,MEDIUM
1.7088758739006582,5,RDP,MEDIUM
6.68643219924431,1,RDP,HIGH
9.293759891275858,4,RDP,CRITICAL
